,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
17374,990418175904983040,https://www.airbnb.com/rooms/990418175904983157,20240929170954,2024-09-30,city scrape,HabitaciÃ³n triple,Triple room with a queen-size and one twin. <br />Possibility of making three single beds,,https://a0.muscache.com/pictures/miso/Hosting-990418175904983157/original/61e62b2d-8ce4-4bba-89d3-1915c9644596.jpeg,539341782,https://www.airbnb.com/users/show/539341782,Hostal,2023-09-28,,,a few days or more,0.0,0.5,f,https://a0.muscache.com/im/pictures/user/d86e2d53-d594-48b0-a2a3-a8eacb338671.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d86e2d53-d594-48b0-a2a3-a8eacb338671.jpg?aki_policy=profile_x_medium,,5,6,['phone'],t,t,,La Vall de Bianya,,42.24616,2.40083,Room in hotel,Private room,3,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Free parking on premises""]",156.0,2,365,1,2,365,365,1.7,365.0,,t,26,53,83,263,2024-09-30,0,0,0,,,,,,,,,,PG-001138,t,5,0,5,0,
17381,990421231567307008,https://www.airbnb.com/rooms/990421231567307556,20240929170954,2024-09-30,city scrape,HabitaciÃ³n doble superior,Spacious room,,https://a0.muscache.com/pictures/miso/Hosting-990421231567307556/original/5c5eaacd-86aa-43a9-b12e-c5d42661b3c4.jpeg,539341782,https://www.airbnb.com/users/show/539341782,Hostal,2023-09-28,,,a few days or more,0.0,0.5,f,https://a0.muscache.com/im/pictures/user/d86e2d53-d594-48b0-a2a3-a8eacb338671.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d86e2d53-d594-48b0-a2a3-a8eacb338671.jpg?aki_policy=profile_x_medium,,5,6,['phone'],t,t,,La Vall de Bianya,,42.2467855,2.4015096,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Indoor fireplace"", ""Smoke alarm"", ""Free parking on premises"", ""Wifi""]",124.0,2,365,1,2,365,365,1.7,365.0,,t,27,56,86,266,2024-09-30,0,0,0,,,,,,,,,,PG-001138,t,5,0,5,0,
17383,990477087700264960,https://www.airbnb.com/rooms/990477087700265351,20240929170954,2024-09-30,city scrape,HabitaciÃ³n doble basica,Double Room with Double Bed,,https://a0.muscache.com/pictures/miso/Hosting-990477087700265351/original/4f7f0e26-bbbb-4a3a-8211-631e3c85f737.jpeg,539341782,https://www.airbnb.com/users/show/539341782,Hostal,2023-09-28,,,a few days or more,0.0,0.5,f,https://a0.muscache.com/im/pictures/user/d86e2d53-d594-48b0-a2a3-a8eacb338671.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d86e2d53-d594-48b0-a2a3-a8eacb338671.jpg?aki_policy=profile_x_medium,,5,6,['phone'],t,t,,La Vall de Bianya,,42.24598,2.40226,Room in hotel,Private room,3,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Free parking on premises""]",114.0,1,365,1,1,365,365,1.0,365.0,,t,25,54,84,264,2024-09-30,0,0,0,,,,,,,,,,PG-001138,t,5,0,5,0,
17384,990484924789147008,https://www.airbnb.com/rooms/990484924789147720,20240929170954,2024-09-30,city scrape,HabitaciÃ³n familiar 4 personas,Spacious room with a double bed and two singles. <br />Possibility of making four single beds,,https://a0.muscache.com/pictures/miso/Hosting-990484924789147720/original/b1ccc65c-99d7-4b67-9f6d-a2c7664ecf7d.jpeg,539341782,https://www.airbnb.com/users/show/539341782,Hostal,2023-09-28,,,a few days or more,0.0,0.5,f,https://a0.muscache.com/im/pictures/user/d86e2d53-d594-48b0-a2a3-a8eacb338671.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d86e2d53-d594-48b0-a2a3-a8eacb338671.jpg?aki_policy=profile_x_medium,,5,6,['phone'],t,t,,La Vall de Bianya,,42.2462,2.40176,Room in hotel,Private room,4,1.0,1 bath,1.0,3.0,"[""Wifi"", ""Free parking on premises""]",176.0,2,365,1,2,365,365,1.7,365.0,,t,25,55,85,265,2024-09-30,0,0,0,,,,,,,,,,PG-001138,t,5,0,5,0,
17408,993111547726411008,https://www.airbnb.com/rooms/993111547726411647,20240929170954,2024-09-30,city scrape,Rambla llibertat 26,"With the central location of this home, you and your loved ones will have it all within easy reach.",apartment in the heart of Girona overlooking the main boulevard,https://a0.muscache.com/pictures/miso/Hosting-993111547726411647/original/48f14c56-a7e4-41ea-815a-093305591b0b.jpeg,528979730,https://www.airbnb.com/users/show/528979730,Carlos Magno,2023-07-31,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/User-528979730/original/2d4e5a8d-4509-494f-9966-b0d3bc25a0d8.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-528979730/original/2d4e5a8d-4509-494f-9966-b0d3bc25a0d8.jpeg?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,"Girona, Catalunya, Spain",Girona,,41.98322,2.82391,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Outdoor shower"", ""Washer"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Smoking allowed"", ""Self check-in"", ""Keypad"", ""Lake access"", ""City skyline view"", ""Dedicated workspace""]",29.0,1,365,1,1,365,365,1.0,365.0,,t,16,38,66,246,2024-09-30,62,62,4,2023-12-10,2024-09-24,4.4,4.48,4.34,4.39,4.48,4.85,4.48,Exempt,t,4,0,4,0,6.28
17442,1006273587876009984,https://www.airbnb.com/rooms/1006273587876017397,20240929170954,2024-09-30,city scrape,HabitaciÃ³n Doble Standard,"Hostal Mozaik Lloret is located on the waterfront of Lloret de Mar, and 2 km away from Water World water park. The property is 39 km from the Girona train station, 3.2 km from the Gnomo Park. The property is located 300 meters from downtown and 100 meters from Lloret de Mar beach.<br /><br />Rooms have a private bathroom and free WiFi. Some rooms have balcony.",,https://a0.muscache.com/pictures/miso/Hosting-711573790127063786/original/eb9e8008-b6a2-44f5-891b-1d47102dd693.png,478161540,https://www.airbnb.com/users/show/478161540,Hotel,2022-09-04,,,,,1.0,f,https://a0.muscache.com/im/pictures/user/33cdc2e2-76f3-4900-b331-fab59266adfe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/33cdc2e2-76f3-4900-b331-fab59266adfe.jpg?aki_policy=profile_x_medium,,4,4,['email'],t,t,,Lloret de Mar,,41.69875,2.84681,Room in hotel,Private room,2,1.0,1 bath,1.0,2.0,"[""Heating"", ""TV"", ""Cleaning available during stay"", ""Clothing storage"", ""Essentials"", ""Long term stays allowed"", ""Laundromat nearby"", ""Wifi"", ""Self check-in"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Paid parking off premises"", ""Exterior security cameras on property"", ""Beach access \u2013 Beachfront"", ""Building staff"", ""Bed linens"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Waterfront"", ""First aid kit"", ""Hot water""]",63.0,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,41,2024-09-30,0,0,0,,,,,,,,,,HG-000209,t,4,0,4,0,
17450,996104278743159040,https://www.airbnb.com/rooms/996104278743159625,20240929170954,2024-09-29,city scrape,Piso con vistas en MaÃ§anet de Cabrenys,"This apartment is surrounded by a garden and is located a ten minute  walk from the center of MaÃ§anet, It is a quiet and quiet place. The bus stop is a few meters away, in the village there is butchery, bakery, pharmacy and super. Various restaurants and cafes. The river is one and a half km away and the pool is seven minutes away. There are countless walking and btt routes.",,https://a0.muscache.com/pictures/d1669620-973c-4253-9755-2351aa808810.jpg,24118118,https://www.airbnb.com/users/show/24118118,Helena,2014-11-24,"Catalonia, Spain","Tengo 65 aÃ±os , he trabajado hasta ahora en nuestra empresa ,un gestoria. Mi hobby es la naturaleza, tambien me gusta el cine y hacer bicicleta.",within a few hours,0.9,0.64,t,https://a0.muscache.com/im/pictures/user/5eaa3eb7-ba97-4a06-a2a6-93dcf26d3487.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5eaa3eb7-ba97-4a06-a2a6-93dcf26d3487.jpg?aki_policy=profile_x_medium,,2,4,['phone'],t,t,,MaÃ§anet de Cabrenys,,42.38382,2.75714,Private room in condo,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Heating"", ""Patio or balcony"", ""Free street parking"", ""Pocket wifi"", ""Clothing storage"", ""Essentials"", ""Refrigerator"", ""Hair dryer"", ""Outdoor furniture"", ""Iron"", ""Host greets you"", ""Hammock"", ""Fireplace guards"", ""Bidet"", ""Shower gel"", ""Drying rack for clothing"", ""Backyard"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Room-darkening shades"", ""Hot water kettle"", ""Shampoo"", ""Wine glasses"", ""Beach access \u2013 Beachfront"", ""Hangers"", ""Freezer"", ""Bed linens"", ""Oven"", ""Books and reading material"", ""Bathtub"", ""Coffee"", ""Resort access"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Coffee maker"", ""Body soap"", ""Cooking basics"", ""Stove"", ""First aid kit"", ""Toaster"", ""Hot water""]",40.0,1,365,1,1,365,365,1.0,365.0,,t,28,58,88,268,2024-09-29,5,5,0,2024-05-07,2024-08-20,4.8,4.8,4.4,4.6,5.0,4.8,4.8,Exempt,f,2,0,2,0,1.03
17451,996786531362242944,https://www.airbnb.com/rooms/996786531362243552,20240929170954,2024-09-30,city scrape,KING SIZE con balcÃ³n,,Hotel Maremagnum is located 2 minutes from the beach of Lloret de Mar in a very quiet street.,https://a0.muscache.com/pictures/miso/Hosting-996786531362243552/original/25c2be5f-fa46-49a4-9eb3-2e39ebc802c1.jpeg,445025250,https://www.airbnb.com/users/show/445025250,Natalia,2022-02-14,,,within an hour,1.0,0.98,f,https://a0.muscache.com/im/pictures/user/User-445025250/original/6b465caf-61a3-4afa-a235-d186bd409eef.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-445025250/original/6b465caf-61a3-4afa-a235-d186bd409eef.png?aki_policy=profile_x_medium,,7,8,"['email', 'phone']",t,t,"Lloret de Mar, Catalunya, Spain",Lloret de Mar,,41.7011481,2.8497043,Room in hotel,Private room,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Pets allowed"", ""TV"", ""Clothing storage"", ""Air conditioning"", ""Essentials"", ""Hair dryer"", ""Long term stays allowed"", ""Iron"", ""Host greets you"", ""Piano"", ""Wifi"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Room-darkening shades"", ""Shampoo"", ""Exterior security cameras on property"", ""Hangers"", ""Bed linens"", ""Books and reading material"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Body soap"", ""Safe"", ""First aid kit"", ""Hot water""]",65.0,1,365,1,3,150,150,1.1,150.0,,t,9,17,19,19,2024-09-30,11,11,2,2024-06-16,2024-09-18,4.55,4.27,4.45,4.91,4.64,4.55,4.45,HG-000258,t,7,0,7,0,3.08
17454,996856589445616000,https://www.airbnb.com/rooms/996856589445616558,20240929170954,2024-09-30,city scrape,"Acollidor, tranquil, confortable","Enjoy in this quiet space overlooking the garden, facing east, where with the first rays of sunshine entering through the window, it invites you to enjoy a splendid day.",A very quiet area in a rural setting.,https://a0.muscache.com/pictures/a6c4c5d1-40e4-4ece-8acd-35273acd8f9b.jpg,499908433,https://www.airbnb.com/users/show/499908433,Josep,2023-02-06,,"Soy un hombre amante de su casa y de la familia que desea compartir espacios muy agradables para viajeros que quieran conocer la zona. Dispongo de tiempo para conversar y ofrecer detalles de la Costa Brava, alrededores de Girona y del Pirineo Catalan.",within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/User-499908433/original/759287d9-006f-4945-9139-c123386dc023.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-499908433/original/759287d9-006f-4945-9139-c123386dc023.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Camallera, Catalunya, Spain",VilaÃ¼r,,42.1248535,2.9605087,Private room in guest suite,Private room,3,1.0,1 private bath,2.0,2.0,"[""Central heating"", ""Free street parking"", ""Central air conditioning"", ""Outdoor dining area"", ""Private backyard"", ""Essentials"", ""Free parking garage on premises"", ""Outdoor furniture"", ""Courtyard view"", ""Kitchenette"", ""Host greets you"", ""Garden view"", ""Wifi"", ""Shower gel"", ""Sun loungers"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Microwave"", ""Room-darkening shades"", ""Hot water kettle"", ""Shampoo"", ""Mosquito net"", ""Hangers"", ""Bed linens"", ""Bathtub"", ""Mini fridge"", ""Extra pillows and blankets"", ""Dining table"", ""Hot water""]",60.0,1,3,1,1,3,3,1.0,3.0,,t,0,25,49,320,2024-09-30,41,41,5,2023-12-30,2024-09-22,4.66,4.68,4.83,4.78,4.8,4.66,4.68,LLG-000328,f,2,1,1,0,4.46
17460,1007720713301420032,https://www.airbnb.com/rooms/1007720713301427271,20240929170954,2024-09-30,city scrape,acogedora habitaciÃ³n en chalet,Disconnect from your concerns in this spacious and serene space.,,https://a0.muscache.com/pictures/hosting/Hosting-1007720713301427271/original/c4cf0e74-4b71-4ab6-aa5f-e869d52a5e40.jpeg,412705292,https://www.airbnb.com/users/show/412705292,Rocio,2021-07-13,"Calonge, Spain",,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/User-412705292/original/41eae98c-fef4-4680-a396-1246e47efe14.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-412705292/original/41eae98c-fef4-4680-a396-1246e47efe14.jpeg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Calonge,,41.8448136099596,3.1011851504445,Private room in chalet,Private room,2,1.5,1.5 baths,2.0,1.0,"[""Outdoor shower"", ""Washer"", ""Pets allowed"", ""Indoor fireplace"", ""TV"", ""BBQ grill"", ""Free parking on premises"", ""Kitchen"", ""Wifi"", ""Outdoor dining area"", ""Smoking allowed"", ""Beach access \u2013 Beachfront"", ""Lock on bedroom door""]",41.0,31,365,31,31,365,365,31.0,365.0,,t,29,59,89,269,2024-09-30,0,0,0,,,,,,,,,,,f,1,0,1,0,
17499,1009539044625040000,https://www.airbnb.com/rooms/1009539044625049164,20240929170954,2024-09-29,city scrape,La Industria Habitaciones,Come to visit our rooms in the center of Banyoles in a luxurious apartment with mountain views where you can be comfortably enjoying your stay. Perfect for athletes who come to compete and train in Banyoles. The apartment has capacity for bike storage and to be able to train on the terrace in a very quiet environment.,,https://a0.muscache.com/pictures/hosting/Hosting-1009539044625049164/original/bfe90dac-ac7e-4c63-98e4-2d521f63cc2d.jpeg,483253900,https://www.airbnb.com/users/show/483253900,Gerard,2022-10-12,,,a few days or more,0.2,0.03,f,https://a0.muscache.com/im/pictures/user/User-483253900/original/c44e0d69-ddc2-43e6-8a25-0d3cff932bfb.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-483253900/original/c44e0d69-ddc2-43e6-8a25-0d3cff932bfb.jpeg?aki_policy=profile_x_medium,,3,6,"['email', 'phone']",t,t,,Banyoles,,42.1172,2.76334,Private room in rental unit,Private room,2,2.0,2 baths,0.0,1.0,"[""Fire extinguisher"", ""Washer"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Outdoor dining area"", ""Dedicated workspace""]",39.0,20,600,20,20,600,600,20.0,600.0,,t,8,38,68,249,2024-09-29,0,0,0,,,,,,,,,,Exempt,f,2,0,2,0,
17502,1009934487108089984,https://www.airbnb.com/rooms/1009934487108099626,20240929170954,2024-09-30,city scrape,Gloria Rooms 108,"Room located in the center of Roses, with capacity for 2 people. Very close, you will find all kinds of shops and restaurants where you can enjoy the best fish and fresh seafood from the Bay of Roses. Only 150 meters away is the sandy beach with one of the most crystalline waters of the coast of Girona and the promenade with wonderful views of the Bay of Roses. Ideal to enjoy with your family or your friends of the many possibilities offered by the Costa Brava.",Girona Costa Brava Airport - 35 km<br />Aquapark - 4 km<br />BUS - 0 km<br />CadaquÃ©s - 18km<br />Pharmacy - 0km<br />Peralada - 25 km<br />Beach - 0 km<br />Puerto - 2 km<br />Supermarket - 0 km,https://a0.muscache.com/pictures/prohost-api/Hosting-1009934487108099626/original/d84ec21c-7ff5-4436-b044-1e03e508e98d.jpeg,386833412,https://www.airbnb.com/users/show/386833412,Agi Apartments,2021-02-01,,,within an hour,0.99,1.0,f,https://a0.muscache.com/im/pictures/user/User-386833412/original/27eafc85-846b-4d8e-bf48-1954ec220133.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-386833412/original/27eafc85-846b-4d8e-bf48-1954ec220133.png?aki_policy=profile_x_medium,,206,249,"['email', 'phone']",t,t,"Roses, Catalunya, Spain",Roses,,42.26272,3.17609,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Fire extinguisher"", ""Pets allowed"", ""AC - split type ductless system"", ""Room-darkening shades"", ""Central heating"", ""TV with standard cable"", ""Bed linens"", ""Shampoo"", ""Wifi"", ""Smoking allowed"", ""Clothing storage: wardrobe"", ""Self check-in"", ""Private patio or balcony"", ""Smart lock"", ""Hangers"", ""Hot water""]",67.0,1,1125,1,4,1125,1125,1.2,1125.0,,t,27,57,80,280,2024-09-30,13,13,1,2023-11-12,2024-09-06,4.08,4.31,4.46,4.54,4.38,4.62,4.15,HG-001744,t,195,178,17,0,1.2
17596,1018771585054840064,https://www.airbnb.com/rooms/1018771585054843781,20240929170954,2024-09-30,previous scrape,HabitaciÃ³n  - Lloret  de mar,"Forget your worries in this spacious and serene space. Rent double room, in apartment with pool, 300 meters from the beach of Fanals in Lloret de mar. Shared use of bathroom, living room, kitchen, wide terrace.",,https://a0.muscache.com/pictures/miso/Hosting-916624689065126668/original/bc671011-2d41-4639-81e7-724909418cf1.jpeg,115202411,https://www.airbnb.com/users/show/115202411,Christian,2017-02-06,,,within an hour,0.8,1.0,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,3,4,['phone'],f,t,,Lloret de Mar,,41.6964,2.82908,Private room in condo,Private room,2,,2 baths,3.0,,"[""Washer"", ""Backyard"", ""Dishes and silverware"", ""Elevator"", ""Microwave"", ""TV"", ""Host greets you"", ""Bed linens"", ""Paid parking on premises"", ""Kitchen"", ""Wifi"", ""Cooking basics"", ""Pool"", ""Refrigerator"", ""Hot water"", ""Oven""]",,28,365,7,28,60,365,27.9,150.0,,t,0,0,0,0,2024-09-30,1,1,0,2024-06-06,2024-06-06,4.0,4.0,4.0,4.0,3.0,4.0,5.0,HUTG022773,f,3,2,1,0,0.26
17652,1027343305713890048,https://www.airbnb.com/rooms/1027343305713893761,20240929170954,2024-09-30,city scrape,HabitaciÃ³n doble completa Girona,"Double room with TV heating and spacious, 15 minutes walk from Renfe station or 5 minutes by bus that we have a bus stop 2 minutes from the apartment (Line L3).<br />The house has wifi and two bathrooms. <br />Kitchen with all amenities including washing machine if necessary to use.",,https://a0.muscache.com/pictures/hosting/Hosting-1027343305713893761/original/77526931-992a-4640-8f5c-2331d9773053.jpeg,534320101,https://www.airbnb.com/users/show/534320101,Amal,2023-08-28,,,a few days or more,0.0,0.0,f,https://a0.muscache.com/im/pictures/user/User-534320101/original/592e2f55-813d-4690-9ded-660b1f2ba8f5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-534320101/original/592e2f55-813d-4690-9ded-660b1f2ba8f5.jpeg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Salt,,41.97083,2.79219,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,"[""Iron"", ""Washer"", ""Pets allowed"", ""TV"", ""Coffee maker"", ""Kitchen"", ""Exterior security cameras on property"", ""Air conditioning"", ""Wifi"", ""Self check-in"", ""Lock on bedroom door"", ""Hair dryer"", ""Lockbox""]",43.0,1,1125,1,1,1125,1125,1.0,1125.0,,t,28,58,88,268,2024-09-30,0,0,0,,,,,,,,,,HUTB-120980,f,1,0,1,0,
17703,1025823252452450048,https://www.airbnb.com/rooms/1025823252452457792,20240929170954,2024-09-29,city scrape,Envie dâ€™une Ã©vasion catalane enchanteresse?,"Room with breakfast included.<br />Discover the authentic Catalan charm in Peralada; beautiful medieval village with its castle and museum, casino and cellars.<br />Sports enthusiasts will find their happiness: golf 5 min highways or bike rides through the picturesque landscapes.<br />With Figueres; DalÃ­'s hometown at 1/4h, the 1st beaches at 20 minutes, the Natural Park of Aiguamolls at 1/4h and Cadaques at 40 minutes, there is always something new to discover.",,https://a0.muscache.com/pictures/0d00f788-ae7d-4622-b606-c4e0554d1995.jpg,171639913,https://www.airbnb.com/users/show/171639913,Casa Costat Muralla,2018-02-04,,,within an hour,1.0,0.95,f,https://a0.muscache.com/im/pictures/user/User-171639913/original/1d14b11c-c199-48be-8baf-924f8221a69e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-171639913/original/1d14b11c-c199-48be-8baf-924f8221a69e.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Peralada,,42.30915,3.00825,Private room in bed and breakfast,Private room,3,1.0,1 private bath,1.0,3.0,"[""Host greets you"", ""Luggage dropoff allowed"", ""Central heating"", ""Free street parking"", ""Bed linens"", ""Shampoo"", ""Clothing storage"", ""Wine glasses"", ""Breakfast"", ""Central air conditioning"", ""Dining table"", ""Shower gel"", ""Hangers"", ""Essentials"", ""Lock on bedroom door"", ""Hot water"", ""Hair dryer""]",115.0,1,365,1,1,365,365,1.0,365.0,,t,8,30,60,241,2024-09-29,9,9,0,2024-03-31,2024-08-11,4.78,4.67,5.0,4.89,5.0,4.78,4.89,PG-001480,f,2,0,2,0,1.48
17704,1025823258198360064,https://www.airbnb.com/rooms/1025823258198365678,20240929170954,2024-09-29,city scrape,Envie dâ€™une Ã©vasion catalane enchanteresse?,"Breakfast room included.<br />Discover the authentic Catalan charm in Peralada; beautiful medieval village with its castle and museum, casino and cellars.<br />Sports enthusiasts will find their happiness: golf 5 min highways or bike rides through the picturesque landscapes.<br />With Figueres; DalÃ­'s hometown at 1/4h, the 1st beaches at 20 minutes, the Natural Park of Aiguamolls at 1/4h and Cadaques at 40 minutes, there is always something new to discover.",,https://a0.muscache.com/pictures/4e55fd14-7132-40ce-a18a-b1caec961f77.jpg,171639913,https://www.airbnb.com/users/show/171639913,Casa Costat Muralla,2018-02-04,,,within an hour,1.0,0.95,f,https://a0.muscache.com/im/pictures/user/User-171639913/original/1d14b11c-c199-48be-8baf-924f8221a69e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-171639913/original/1d14b11c-c199-48be-8baf-924f8221a69e.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Peralada,,42.30868,3.00689,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Central heating"", ""Free street parking"", ""Clothing storage"", ""Central air conditioning"", ""Outdoor dining area"", ""Essentials"", ""Lock on bedroom door"", ""Hair dryer"", ""Outdoor furniture"", ""Host greets you"", ""Breakfast"", ""Shower gel"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Bed linens"", ""Private patio or balcony"", ""Dining table"", ""Hot water""]",130.0,1,365,1,1,365,365,1.0,365.0,,t,0,22,52,233,2024-09-29,6,6,0,2024-03-31,2024-07-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,PG-001480,f,2,0,2,0,0.98
17890,1036025587636720000,https://www.airbnb.com/rooms/1036025587636721316,20240929170954,2024-09-29,city scrape,HabitaciÃ³ twin Alta Garrotxa,"You'll be charmed by this cozy place to stay. <br />In the middle of Alta Garrotxa, surrounded by mountains and forests, in the middle of nature. <br />Hiking trails, mountain biking, forest baths, nature, medieval villages.",,https://a0.muscache.com/pictures/miso/Hosting-1036025587636721316/original/62ea3d46-2a11-4845-afd4-817eaf82ccd0.jpeg,5937069,https://www.airbnb.com/users/show/5937069,Laia,2013-04-15,"Oix, Spain","Hola! Soy Laia, una chica extrovertida, simpÃ¡tica y optimista. Me encanta la naturaleza, y la montaÃ±a. Me gusta cocinar a horas libres, leer y pasear. Como anfitriÃ³n, intento ser Ãºtil y prÃ¡ctica. ",within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/User/original/d4c5a164-d4e9-4990-808b-ed72d1049539.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/d4c5a164-d4e9-4990-808b-ed72d1049539.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,,Montagut i Oix,,42.26473,2.51405,Private room in bed and breakfast,Private room,2,1.0,1 bath,1.0,1.0,"[""TV"", ""Central heating"", ""Free street parking"", ""Cleaning available during stay"", ""Outdoor dining area"", ""Essentials"", ""Lock on bedroom door"", ""Hair dryer"", ""Outdoor furniture"", ""Iron"", ""Host greets you"", ""Ping pong table"", ""Wifi"", ""Shower gel"", ""Clothing storage: closet and dresser"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Shampoo"", ""Exterior security cameras on property"", ""Mosquito net"", ""Hangers"", ""Bed linens"", ""Books and reading material"", ""Fire extinguisher"", ""Resort access"", ""Ceiling fan"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Body soap"", ""Free parking on premises"", ""Safe"", ""Private patio or balcony"", ""First aid kit"", ""Shared backyard \u2013 Fully fenced"", ""Hot water""]",120.0,1,365,1,2,365,365,1.9,365.0,,t,6,6,6,6,2024-09-29,0,0,0,,,,,,,,,,PG-000964,f,4,3,1,0,
17893,1041939803725529984,https://www.airbnb.com/rooms/1041939803725535018,20240929170954,2024-09-30,city scrape,Rambla libertat 26-2,This unique home has plenty of space to enjoy your loved ones.,,https://a0.muscache.com/pictures/miso/Hosting-1041939803725535018/original/493e60c4-b7e9-46eb-8cad-cdd7abe7a90f.jpeg,528979730,https://www.airbnb.com/users/show/528979730,Carlos Magno,2023-07-31,,,within an hour,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/User-528979730/original/2d4e5a8d-4509-494f-9966-b0d3bc25a0d8.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-528979730/original/2d4e5a8d-4509-494f-9966-b0d3bc25a0d8.jpeg?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,,Girona,,41.9835980999999,2.8241946,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,"[""Washer"", ""Kitchen"", ""Exterior security cameras on property"", ""Wifi"", ""Keypad"", ""Self check-in"", ""Lock on bedroom door"", ""City skyline view"", ""Dedicated workspace""]",50.0,2,365,2,2,365,365,2.0,365.0,,t,28,58,88,268,2024-09-30,5,5,3,2024-06-15,2024-09-21,4.2,4.4,4.6,4.4,4.0,4.6,4.4,Exempt,f,4,0,4,0,1.39
